Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (02301-02512).mp3;2301;2512;195;82758;mich warum er meint es ernst;mich warum er meint es ernst;translate;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (02517-02582).mp3;2517;2582;65;27586;er wohnt in einem schloss;er wohnt in einem schloss;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (02613-02727).mp3;2613;2727;114;48066;es ist kein schönes schloss sagt er und im winter ist es kalt;es ist kein schönes schloss sagt er und im winter ist es kalt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (02751-02816).mp3;2751;2816;65;27586;aber er hat genug zu essen;aber er hat genug zu essen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (02817-02907).mp3;2817;2907;90;38035;und einen herzog der für ihn sorgt und;und einen herzog der für ihn sorgt und;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (02934-03187).mp3;2934;3187;253;106162;er muss dafür nichts anderes tun als die kinder vom herzog zu unterrichten und manchmal etwas auszurechnen und auf bücher aufzupassen;er muss dafür nichts anderes tun als die kinder vom herzog zu unterrichten und manchmal etwas auszurechnen und auf bücher aufzupassen;train9;140000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (03213-03280).mp3;3213;3280;67;28422;laufen die sonst weg die bücher;laufen die sonst weg die bücher;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (03316-03381).mp3;3316;3381;65;27586;ich sage ja er hat es gut;ich sage ja er hat es gut;train8;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (03425-03564).mp3;3425;3564;136;57680;till rollte von seinem strohsack kam auf die füße;till rollte von seinem strohsack kam auf die füße;translate;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (03567-03632).mp3;3567;3632;65;27586;stand auf;stand auf;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (03658-03723).mp3;3658;3723;65;27586;dann musst du mit ihm gehen;dann musst du mit ihm gehen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (03745-03810).mp3;3745;3810;65;27586;ich mag ihn nicht sehr gern;ich mag ihn nicht sehr gern;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (03821-03886).mp3;3821;3886;65;27586;aber er ist ein guter mensch;aber er ist ein guter mensch;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (03893-03958).mp3;3893;3958;65;27586;und sehr allein;und sehr allein;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (03972-04072).mp3;3972;4072;100;42214;seine frau ist gestorben da war er in russland;seine frau ist gestorben da war er in russland;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (04101-04166).mp3;4101;4166;65;27586;ich weiß nicht wo russland ist;ich weiß nicht wo russland ist;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (04213-04278).mp3;4213;4278;65;27586;bei england;bei england;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (04298-04370).mp3;4298;4370;72;30512;jetzt sind wir doch nicht nach england gekommen;jetzt sind wir doch nicht nach england gekommen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (04414-04479).mp3;4414;4479;65;27586;in england ist es wie hier;in england ist es wie hier;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (04514-04690).mp3;4514;4690;176;73979;und als er zurückgekommen ist aus russland da war sie tot und kinder hatten sie nicht;und als er zurückgekommen ist aus russland da war sie tot und kinder hatten sie nicht;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (04701-04766).mp3;4701;4766;65;27586;und seither ist er traurig;und seither ist er traurig;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (04785-04882).mp3;4785;4882;97;40960;er ist noch einigermaßen gesund das habe ich gemerkt;er ist noch einigermaßen gesund das habe ich gemerkt;train8;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (04913-04980).mp3;4913;4980;67;28422;und ich glaube dass man ihm glauben kann;und ich glaube dass man ihm glauben kann;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (05037-05106).mp3;5037;5106;69;29258;so einer kommt nicht noch mal zu mir;so einer kommt nicht noch mal zu mir;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (05155-05401).mp3;5155;5401;233;98221;till setzte sich neben sie und legte den arm um ihre schultern draußen hörte man die alte eine ballade rezitieren;till setzte sich neben sie und legte den arm um ihre schultern draußen hörte man die alte eine ballade rezitieren;translate;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (05401-05637).mp3;5401;5637;236;99057;offenbar saß fleming noch immer bei ihr und ließ sie wieder und wieder vortragen um es sich einzuprägen;offenbar saß fleming noch immer bei ihr und ließ sie wieder und wieder vortragen um es sich einzuprägen;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (05678-05780).mp3;5678;5780;102;43050;so einer ist schon besser als ein steger sohn sagte sie;so einer ist schon besser als ein steger sohn sagte sie;train8;110000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (05813-05883).mp3;5813;5883;70;29676;wahrscheinlich wird er dich auch nicht schlagen;wahrscheinlich wird er dich auch nicht schlagen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (05910-06025).mp3;5910;6025;115;48484;kann schon sein sagte nele nachdenklich;kann schon sein sagte nele nachdenklich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06045-06110).mp3;6045;6110;65;27586;und wenn schlage ich ihn zurück;und wenn schlage ich ihn zurück;train9;110000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06120-06185).mp3;6120;6185;65;27586;da wird er sich wundern;da wird er sich wundern;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06194-06259).mp3;6194;6259;65;27586;sogar kinder kannst du noch haben;sogar kinder kannst du noch haben;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06284-06349).mp3;6284;6349;65;27586;ich mag kinder nicht;ich mag kinder nicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06354-06476).mp3;6354;6476;122;51409;und er ist schon alt aber er wird dankbar sein;und er ist schon alt aber er wird dankbar sein;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06480-06545).mp3;6480;6545;65;27586;mit kindern oder ohne;mit kindern oder ohne;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06585-06650).mp3;6585;6650;65;27586;sie schwieg;sie schwieg;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06649-06740).mp3;6649;6740;91;38453;der wind ließ die zeltplane knattern und;der wind ließ die zeltplane knattern und;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06739-06804).mp3;6739;6804;65;27586;die alte begann von vorn;die alte begann von vorn;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (06830-06988).mp3;6830;6988;137;58098;ich will eigentlich nicht mit ihm gehen aber du musst warum;ich will eigentlich nicht mit ihm gehen aber du musst warum;train9;100000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07023-07092).mp3;7023;7092;69;29258;weil wir nicht mehr jung sind schwester;weil wir nicht mehr jung sind schwester;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07100-07165).mp3;7100;7165;65;27586;und wir werden nicht jünger;und wir werden nicht jünger;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07177-07242).mp3;7177;7242;65;27586;um keinen tag;um keinen tag;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07266-07352).mp3;7266;7352;86;36363;niemand hat es gut der alt und heimatlos ist;niemand hat es gut der alt und heimatlos ist;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07393-07458).mp3;7393;7458;65;27586;er wohnt in einem schloss;er wohnt in einem schloss;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07481-07546).mp3;7481;7546;65;27586;aber wir gehören zusammen;aber wir gehören zusammen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07562-07692).mp3;7562;7692;130;55172;ja vielleicht nimmt er dich auch mit;ja vielleicht nimmt er dich auch mit;translate;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07698-07763).mp3;7698;7763;65;27586;das geht nicht;das geht nicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07762-07827).mp3;7762;7827;65;27586;ich kann nicht im schloss bleiben;ich kann nicht im schloss bleiben;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07826-07891).mp3;7826;7891;65;27586;ich würde es nicht aushalten;ich würde es nicht aushalten;train9;10
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (07931-08060).mp3;7931;8060;129;54335;und selbst wenn ich es aushalten würde sie würden mich da nicht lang haben wollen;und selbst wenn ich es aushalten würde sie würden mich da nicht lang haben wollen;train9;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (08068-08143).mp3;8068;8143;75;31765;entweder sie jagen mich davon oder ich;entweder sie jagen mich davon oder ich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (08149-08214).mp3;8149;8214;65;27586;brenne das schloss ab;brenne das schloss ab;train9;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (08223-08288).mp3;8223;8288;65;27586;das eine oder das andere;das eine oder das andere;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (08329-08436).mp3;8329;8436;107;45140;aber es würde dein schloss sein also darf ich es nicht abbrennen;aber es würde dein schloss sein also darf ich es nicht abbrennen;train9;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (08462-08527).mp3;8462;8527;65;27586;also wird das nichts;also wird das nichts;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (08574-08639).mp3;8574;8639;65;27586;eine weile waren sie still;eine weile waren sie still;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (08677-08745).mp3;8677;8745;68;28840;ja das wird nichts sagte sie dann;ja das wird nichts sagte sie dann;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (08785-08930).mp3;8785;8930;145;61023;warum will er dich eigentlich fragte till so schön bist du gar nicht;warum will er dich eigentlich fragte till so schön bist du gar nicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (08956-09021).mp3;8956;9021;65;27586;gleich haue ich dir auf den mund;gleich haue ich dir auf den mund;train9;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (09056-09121).mp3;9056;9121;65;27586;er lachte;er lachte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (09122-09202).mp3;9122;9202;80;33855;ich glaube er liebt mich was;ich glaube er liebt mich was;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (09229-09315).mp3;9229;9315;86;36363;ich weiß ich weiß liebt dich;ich weiß ich weiß liebt dich;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (09349-09414).mp3;9349;9414;65;27586;so was gibt es;so was gibt es;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (09436-09546).mp3;9436;9546;110;46394;draußen gab der esel ein eselsgeräusch von sich;draußen gab der esel ein eselsgeräusch von sich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (09562-09644).mp3;9562;9644;82;34691;und die alte begann eine andere ballade;und die alte begann eine andere ballade;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (09693-09786).mp3;9693;9786;93;39289;wenn die marodeure nicht gewesen wären sagte nele;wenn die marodeure nicht gewesen wären sagte nele;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (09815-09908).mp3;9815;9908;93;39289;damals im wald red nicht davon;damals im wald red nicht davon;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (09973-10038).mp3;9973;10038;65;27586;sie schwieg;sie schwieg;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (10046-10157).mp3;10046;10157;111;46812;leute wie er nehmen leute wie dich sonst nicht sagte er;leute wie er nehmen leute wie dich sonst nicht sagte er;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (10211-10331).mp3;10211;10331;120;50574;er muss ein guter mann sein und selbst wenn er kein guter mann ist;er muss ein guter mann sein und selbst wenn er kein guter mann ist;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (10340-10450).mp3;10340;10450;110;46394;er hat ein dach überm kopf und er hat münzen im beutel;er hat ein dach überm kopf und er hat münzen im beutel;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (10501-10644).mp3;10501;10644;143;60187;sag ihm dass du mitkommst und sag es ihm bevor er sich's anders überlegt;sag ihm dass du mitkommst und sag es ihm bevor er sich's anders überlegt;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (10697-10762).mp3;10697;10762;65;27586;nele begann zu weinen;nele begann zu weinen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (10796-10970).mp3;10796;10970;147;62277;till nahm seine hand von ihrer schulter und sah sie an;till nahm seine hand von ihrer schulter und sah sie an;translate;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (10993-11066).mp3;10993;11066;73;30929;nach kurzem beruhigte sie sich;nach kurzem beruhigte sie sich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (11126-11218).mp3;11126;11218;92;38871;kommst mich besuchen fragte sie;kommst mich besuchen fragte sie;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (11250-11315).mp3;11250;11315;65;27586;ich glaube nicht;ich glaube nicht;train9;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (11326-11391).mp3;11326;11391;65;27586;warum nicht;warum nicht;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (11429-11497).mp3;11429;11497;68;28840;schau wie soll das gehen;schau wie soll das gehen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (11510-11634).mp3;11510;11634;124;52245;er wird nicht wollen dass man ihn dran erinnert wo er dich gefunden hat;er wird nicht wollen dass man ihn dran erinnert wo er dich gefunden hat;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (11653-11718).mp3;11653;11718;65;27586;im schloss wird es keiner wissen;im schloss wird es keiner wissen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (11718-11802).mp3;11718;11802;84;35527;und du selbst wirst nicht wollen dass man es weiß;und du selbst wirst nicht wollen dass man es weiß;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (11847-12087).mp3;11847;12087;240;100729;die jahre werden vergehen schwester bald ist alles nicht mehr wahr nur deine kinder werden sich wundern dass du so gut tanzen und singen;die jahre werden vergehen schwester bald ist alles nicht mehr wahr nur deine kinder werden sich wundern dass du so gut tanzen und singen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (12086-12151).mp3;12086;12151;65;27586;und alles auffangen kannst;und alles auffangen kannst;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (12213-12293).mp3;12213;12293;80;33855;sie gab ihm einen kuss auf die stirn;sie gab ihm einen kuss auf die stirn;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (12321-12395).mp3;12321;12395;74;31347;zögernd schlüpfte sie aus dem zelt;zögernd schlüpfte sie aus dem zelt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (12397-12502).mp3;12397;12502;105;44304;stand auf und ging zu den kutschen hinüber;stand auf und ging zu den kutschen hinüber;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (12501-12741).mp3;12501;12741;240;100729;um dem hofmathematiker mitzuteilen dass sie sein angebot annehmen und mit ihm nach gottorf ziehen werde;um dem hofmathematiker mitzuteilen dass sie sein angebot annehmen und mit ihm nach gottorf ziehen werde;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (12782-12882).mp3;12782;12882;100;42214;als sie zurückkam fand sie tills zelt leer;als sie zurückkam fand sie tills zelt leer;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (12901-12976).mp3;12901;12976;75;31765;blitzschnell war er aufgebrochen;blitzschnell war er aufgebrochen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (12975-13251).mp3;12975;13251;259;109507;und hatte nichts mitgenommen außer den jonglierbällen dem längsten seil und dem esel;und hatte nichts mitgenommen außer den jonglierbällen dem längsten seil und dem esel;train8;20003
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (13273-13486).mp3;13273;13486;213;89444;nur magister fleming der ihm draußen auf der wiese begegnet war hatte ihn noch gesehen und mit ihm gesprochen;nur magister fleming der ihm draußen auf der wiese begegnet war hatte ihn noch gesehen und mit ihm gesprochen;train8;200003
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (13497-13570).mp3;13497;13570;73;30929;aber was till ihm gesagt hatte;aber was till ihm gesagt hatte;train9;100000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 136.mp3;Daniel Kehlmann - Tyll - 136 (13593-13658).mp3;13593;13658;65;27586;wollte er nicht verraten;wollte er nicht verraten;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (00041-00408).mp3;41;408;367;153809;der zirkus verlief sich in alle richtungen die musiker zogen mit den akrobaten nach süden der feuerschlucker ging mit der alten nach westen die anderen wandten sich nach nordosten;der zirkus verlief sich in alle richtungen die musiker zogen mit den akrobaten nach süden der feuerschlucker ging mit der alten nach westen die anderen wandten sich nach nordosten;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (00412-00539).mp3;412;539;127;53499;in der hoffnung sich so von krieg und hunger zu entfernen;in der hoffnung sich so von krieg und hunger zu entfernen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (00562-00765).mp3;562;765;203;85264;der verwachsene fand aufnahme in der kuriositätenkammer des kurfürsten von bayern;der verwachsene fand aufnahme in der kuriositätenkammer des kurfürsten von bayern;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (00811-00936).mp3;811;936;125;52663;die sekretäre erreichten drei monate später die stadt rom;die sekretäre erreichten drei monate später die stadt rom;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (00947-01081).mp3;947;1081;134;56425;wo athanasius kircher sie schon ungeduldig erwartete;wo athanasius kircher sie schon ungeduldig erwartete;train7;101
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (01103-01171).mp3;1103;1171;68;28840;er verließ die stadt nie mehr;er verließ die stadt nie mehr;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (01170-01354).mp3;1170;1354;184;77323;führte tausende versuche durch und schrieb dutzende bücher;führte tausende versuche durch und schrieb dutzende bücher;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (01358-01485).mp3;1358;1485;127;53499;bis er vierzig jahre später in hohen ehren starb;bis er vierzig jahre später in hohen ehren starb;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (01522-01594).mp3;1522;1594;72;30512;nele olearius;nele olearius;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (01595-01680).mp3;1595;1680;85;35945;überlebte kircher um drei jahre;überlebte kircher um drei jahre;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 137.mp3;Daniel Kehlmann - Tyll - 137 (01706-01820).mp3;1706;1820;114;48066;sie bekam kinder und begrub ihren gatten;sie bekam kinder und begrub ihren gatten;train;0
